gene,ESR,chromosome,start,end,size,GC%,strand,ortholog code1,ortholog code2,ortholog species,expression on glucose,average log2FC,annotation
SAKL0D06864g,positive,4,569845,571101,1257,40.33,-1,YJL059W,YHC3,Sace,8.3693706,0.3624202,similar to |P47040 Saccharomyces cerevisiae YJL059W YHC3 Vacuolar membrane protein involved in the ATP- dependent transport of arginine into the vacuole and possibly in balancing ion homeostasis; homolog of human CLN3 involved in Batten disease (juvenile onset neuronal ceroid lipofuscinosis)
SAKL0D06908g,positive,4,573206,573601,396,44.95,1,YBR269C,FMP21,Sace,8.9654544,0.3620502,"similar to |P38345 Saccharomyces cerevisiae YBR269C FMP21 Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies"
SAKL0D07150g,positive,4,588572,589576,1005,43.28,1,YJL066C,MPM1,Sace,9.228988,0.7538216,"some similarities with |P40364 Saccharomyces cerevisiae YJL066C MPM1 Mitochondrial membrane protein of unknown function, contains no hydrophobic stretches"
SAKL0D07216g,positive,4,592212,594038,1827,41.76,-1,YBR280C,SAF1,Sace,9.5390802,0.2510077,similar to |P38352 Saccharomyces cerevisiae YBR280C SAF1 F-Box protein involved in proteasome- dependent degradation of Aah1p during entry of cells into quiescence; interacts with Skp1
SAKL0D07436g,positive,4,609760,611973,2214,37.13,-1,YBR259W,YBR259W,Sace,9.1516934,0.2979874,weakly similar to |P38338 Saccharomyces cerevisiae YBR259W (ohnolog of YJL047C)  Putative protein of unknown function; YBR259W is not an essential gene
SAKL0D07854g,positive,4,649616,651382,1767,41.65,-1,YLR299W,ECM38,Sace,6.8700619,0.8851875,"weakly similar to |Q05902 Saccharomyces cerevisiae YLR299W ECM38 Gamma-glutamyltranspeptidase, major glutathione-degrading enzyme; involved in detoxification of electrophilic xenobiotics; expression induced mainly by nitrogen starvation"
SAKL0D08162g,positive,4,677089,678333,1245,42.41,1,YBR287W,YBR287W,Sace,8.2120857,0.5803358,similar to |P38355 Saccharomyces cerevisiae YBR287W Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the ER; YBR287W is not an essential gene
SAKL0D08426g,positive,4,705189,706424,1236,43.04,1,YNL009W,IDP3,Sace,6.5748115,0.9050443,"highly similar to |P53982 Saccharomyces cerevisiae YNL009W (ohnolog of YLR174W) IDP3 Peroxisomal NADP- dependent isocitrate dehydrogenase, catalyzes oxidation of isocitrate to alpha-ketoglutarate with the formation of NADP(H+), required for growth on unsaturated fatty acids"
SAKL0D08580g,positive,4,713577,714083,507,36.99,1,YCL012C,YCL012C,Sace,8.7623981,0.2027156,"similar to |Q8J0M4 Saccharomyces cerevisiae YCL012C Putative protein of unknown function; orthologs are present in S. bayanus, S. paradoxus and Ashbya gossypii; YCL012C is not an essential gene"
SAKL0D08756g,positive,4,728765,729676,912,45.39,-1,YNL006W,LST8,Sace,8.7464699,0.2382039,highly similar to |P41318 Saccharomyces cerevisiae YNL006W LST8 Protein required for the transport of amino acid permease Gap1p from the Golgi to the cell surface; component of the TOR signaling pathway; associates with both Tor1p and Tor2p; contains a WD- repeat
SAKL0D09328g,positive,4,772862,773725,864,44.44,-1,YCR010C,ADY2,Sace,4.3254086,1.7181582,similar to |P25613 Saccharomyces cerevisiae YCR010C (ohnolog of YNR002C) ADY2 Acetate transporter required for normal sporulation; phosphorylated in mitochondria
SAKL0D09944g,positive,4,828689,832747,4059,46.14,1,YIR019C,MUC1,Sace,8.0200473,0.5491858,"weakly similar to |P08068 Saccharomyces cerevisiae YIR019C MUC1 GPI-anchored cell surface glycoprotein (flocculin) required for pseudohyphal formation, invasive growth, flocculation, and biofilms; transcriptionally regulated by the MAPK pathway (via Ste12p and Tec1p) and the cAMP pathway (via Flo8p)"
SAKL0D10296g,positive,4,861565,862821,1257,42.24,-1,YHL021C,AIM17,Sace,9.6055127,0.3539311,"weakly similar to |P23180 Saccharomyces cerevisiae YHL021C AIM17 Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; null mutant displays reduced frequency of mitochondrial genome loss"
SAKL0D10318g,positive,4,863183,863803,621,44.61,-1,YFR017C,IGD1,Sace,8.3234785,0.5234031,weakly similar to |P43598 Saccharomyces cerevisiae YFR017C (ohnolog of YOL024W) IGD1 Cytoplasmic protein that inhibits Gdb1p glycogen debranching activity; required for normal intracellular accumulation of glycogen; phosphorylated in vivo; expression increases during wine fermentation
SAKL0D10538g,positive,4,883105,885222,2118,45.23,-1,YEL011W,GLC3,Sace,10.4522073,0.598884,"highly similar to |P32775 Saccharomyces cerevisiae YEL011W GLC3 Glycogen branching enzyme, involved in glycogen accumulation; green fluorescent protein (GFP)- fusion protein localizes to the cytoplasm in a punctate pattern"
SAKL0D10560g,positive,4,885744,886469,726,45.46,-1,YEL012W,UBC8,Sace,7.6773153,0.8472377,"similar to |P28263 Saccharomyces cerevisiae YEL012W UBC8 Ubiquitin-conjugating enzyme that negatively regulates gluconeogenesis by mediating the glucose-induced ubiquitination of fructose-1,6-bisphosphatase (FBPase); cytoplasmic enzyme that catalyzes the ubiquitination of histones in vitro"
SAKL0D10934g,positive,4,907647,909299,1653,44.16,1,YEL020C,YEL020C,Sace,8.6697339,0.6166299,similar to |P39994 Saccharomyces cerevisiae YEL020C Hypothetical protein with low sequence identity to Pdc1p
SAKL0D12188g,positive,4,1007390,1009084,1695,39.17,1,YJR052W,RAD7,Sace,8.9760805,0.3254477,similar to |P06779 Saccharomyces cerevisiae YJR052W RAD7 Protein that recognizes and binds damaged DNA in an ATP-dependent manner (with Rad16p) during nucleotide excision repair; subunit of Nucleotide Excision Repair Factor 4 (NEF4) and the Elongin-Cullin-Socs (ECS) ligase complex
SAKL0D12606g,positive,4,1044198,1047272,3075,42.7,1,YKL197C,PEX1,Sace,9.187799,0.2891051,similar to |P24004 Saccharomyces cerevisiae YKL197C PEX1 AAA-peroxin that heterodimerizes with AAA- peroxin Pex6p and participates in the recycling of peroxisomal signal receptor Pex5p from the peroxisomal membrane to the cystosol; induced by oleic acid and upregulated during anaerobiosis
SAKL0D12628g,positive,4,1048971,1051427,2457,44.36,1,YKL198C,PTK1,Sace,11.1849883,0.2431674,similar to |P36002 Saccharomyces cerevisiae YKL198C (ohnolog of YJR059W) PTK1 Putative serine/threonine protein kinase that regulates spermine uptake; involved in polyamine transport; possible mitochondrial protein
SAKL0D12694g,positive,4,1056443,1057684,1242,43.56,-1,YJR062C,NTA1,Sace,9.3561793,0.4659909,"similar to |P40354 Saccharomyces cerevisiae YJR062C NTA1 Amidase, removes the amide group from N- terminal asparagine and glutamine residues to generate proteins with N-terminal aspartate and glutamate residues that are targets of ubiquitin-mediated degradation"
SAKL0D13596g,positive,4,1126433,1127992,1560,38.72,-1,YKL047W,YKL047W,Sace,8.9113723,0.2877468,"similar to |P36090 Saccharomyces cerevisiae YKL047W Putative protein of unknown function, predicted to be palmitoylated; green fluorescent protein (GFP)- fusion protein localizes to the cytoplasm"
SAKL0D13706g,positive,4,1133251,1134006,756,39.81,1,YMR025W,CSI1,Sace,7.3536627,0.3065825,"weakly similar to |Q04368 Saccharomyces cerevisiae YMR025W CSI1 Subunit of the Cop9 signalosome, which is required for deneddylation, or removal of the ubiquitin- like protein Rub1p from Cdc53p (cullin); involved in adaptation to pheromone signaling"
SAKL0D14608g,positive,4,1204604,1206730,2127,47.95,1,YAL054C,ACS1,Sace,7.647253,0.9422238,"highly similar to |Q01574 Saccharomyces cerevisiae YAL054C ACS1 Acetyl-coA synthetase isoform which, along with Acs2p, is the nuclear source of acetyl- coA for histone acetylation; expressed during growth on nonfermentable carbon sources and under aerobic conditions"
SAKL0D14806g,positive,4,1220259,1221815,1557,45.41,1,YOR374W,ALD4,Sace,8.2424494,1.7536179,"highly similar to |P46367 Saccharomyces cerevisiae YOR374W ALD4 Mitochondrial aldehyde dehydrogenase, required for growth on ethanol and conversion of acetaldehyde to acetate; phosphorylated; activity is K+ dependent; utilizes NADP+ or NAD+ equally as coenzymes; expression is glucose repressed"
SAKL0D15290g,positive,4,1274586,1275200,615,40.16,1,NS32,NS32,NS,10.0701101,0.4017815,no similarity
SAKL0D15312g,positive,4,1275515,1276114,600,38.17,1,NS33,NS33,NS,9.4342119,0.8576242,no similarity
SAKL0E01012g,positive,5,75498,77132,1635,43.98,1,YEL060C,PRB1,Sace,13.008721,0.633289,"similar to uniprot|P09232 Saccharomyces cerevisiae YEL060C (ohnolog of YOR003W) PRB1 Vacuolar proteinase B (yscB), a serine protease of the subtilisin family; involved in protein degradation in the vacuole and required for full protein degradation during sporulation; activity inhibited by Pbi2p"
SAKL0E01034g,positive,5,78600,79343,744,40.59,1,Con_hy_pr127,Con_hy_pr127,Klla,7.4717995,0.4231256,weakly similar to uniprot|Q6CSH4 Kluyveromyces lactis hypothetical protein
SAKL0E02574g,positive,5,207248,208174,927,49.51,-1,Con_hy_pr131,Con_hy_pr131,Ercy,7.0166219,0.7645991,weakly similar to uniprot|G8JP98 Eremothecium cymbalariae Ecym_2425 hypothetical protein
SAKL0E02596g,positive,5,208747,209703,957,46.81,-1,YKL094W,YJU3,Sace,8.767381,0.4270853,"similar to uniprot|P28321 Saccharomyces cerevisiae YKL094W YJU3 Monoglyceride lipase (MGL), functional ortholog of mammalian MGL, localizes to lipid particles and membranes, also member of the eukaryotic serine hydrolase family"
SAKL0E02662g,positive,5,213395,213937,543,44.94,-1,YKL094W,YJU3,Sace,7.1583752,0.4183524,"some similarities with uniprot|P28321 Saccharomyces cerevisiae YKL094W YJU3 Monoglyceride lipase (MGL), functional ortholog of mammalian MGL, localizes to lipid particles and membranes, also member of the eukaryotic serine hydrolase family"
SAKL0E03388g,positive,5,275111,275617,507,42.01,-1,YKL117W,SBA1,Sace,10.3746564,0.6386161,similar to uniprot|P28707 Saccharomyces cerevisiae YKL117W SBA1 Co-chaperone that binds to and regulates Hsp90 family chaperones; important for pp60v-src activity in yeast; homologous to the mammalian p23 proteins and like p23 can regulate telomerase activity
SAKL0E03564g,positive,5,287626,289245,1620,40.62,-1,YKL124W,SSH4,Sace,7.8310384,0.3542526,"similar to uniprot|P32343 Saccharomyces cerevisiae YKL124W SSH4 Specificity factor required for Rsp5p- dependent ubiquitination and sorting of cargo proteins at the multivesicular body; identified as a high-copy suppressor of a SHR3 deletion, increasing steady-state levels of amino acid permeases"
SAKL0E03630g,positive,5,294320,296035,1716,42.02,-1,YMR105C,PGM2,Sace,12.5068707,0.345883,"highly similar to uniprot|P37012 Saccharomyces cerevisiae YMR105C (ohnolog of YKL127W) PGM2 Phosphoglucomutase, catalyzes the conversion from glucose- 1-phosphate to glucose-6-phosphate, which is a key step in hexose metabolism; functions as the acceptor for a Glc- phosphotransferase"
SAKL0E03652g,positive,5,296484,298364,1881,42.05,-1,YMR106C,YKU80,Sace,9.3178469,0.4031399,"similar to uniprot|Q04437 Saccharomyces cerevisiae YMR106C YKU80 Subunit of the telomeric Ku complex (Yku70p- Yku80p), involved in telomere length maintenance, structure and telomere position effect; relocates to sites of double-strand cleavage to promote nonhomologous end joining during DSB repair"
SAKL0E03696g,positive,5,299395,299790,396,45.96,1,YMR107W,SPG4,Sace,5.2185552,1.2608013,similar to uniprot|Q04438 Saccharomyces cerevisiae YMR107W SPG4 Protein required for survival at high temperature during stationary phase; not required for growth on nonfermentable carbon sources
SAKL0E03784g,positive,5,308702,310282,1581,40.67,-1,YMR110C,HFD1,Sace,10.1698555,0.3496328,"similar to uniprot|Q04458 Saccharomyces cerevisiae YMR110C HFD1 Putative fatty aldehyde dehydrogenase, located in the mitochondrial outer membrane and also in lipid particles; has similarity to human fatty aldehyde dehydrogenase (FALDH) which is implicated in Sjogren- Larsson syndrome"
SAKL0E03828g,positive,5,311207,312214,1008,44.64,-1,YMR111C,YMR111C,Sace,8.2185552,0.4670235,weakly similar to uniprot|Q04461 Saccharomyces cerevisiae YMR111C  Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; YMR111C is not an essential gene
SAKL0E03894g,positive,5,314437,315306,870,41.26,-1,YMR114C,YMR114C,Sace,7.71988,0.2579865,"weakly similar to uniprot|Q04471 Saccharomyces cerevisiae YMR114C  Protein of unknown function; may interact with ribosomes, based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the nucleus and cytoplasm; YMR114C is not an essential gene"
SAKL0E04312g,positive,5,341205,343139,1935,40.72,1,YNL008C,ASI3,Sace,9.1225168,0.3572512,similar to uniprot|P53983 Saccharomyces cerevisiae YNL008C (ohnolog of YMR119W) ASI3 Putative integral membrane E3 ubiquitin ligase; acts with Asi1p and Asi2p to ensure the fidelity of SPS-sensor signalling by maintaining the dormant repressed state of gene expression in the absence of inducing signals
SAKL0E04928g,positive,5,399918,400928,1011,52.13,1,YDL078C,MDH3,Sace,10.2621451,0.6583811,"similar to uniprot|P32419 Saccharomyces cerevisiae YDL078C MDH3 Peroxisomal malate dehydrogenase, catalyzes interconversion of malate and oxaloacetate; involved in the glyoxylate cycle"
SAKL0E05038g,positive,5,411548,412987,1440,43.96,1,YMR140W,SIP5,Sace,9.6631059,0.5337005,similar to uniprot|P40210 Saccharomyces cerevisiae YMR140W SIP5 Protein of unknown function; interacts with both the Reg1p/Glc7p phosphatase and the Snf1p kinase
SAKL0E05236g,positive,5,425964,426284,321,48.6,1,LAspe45,LAspe45,NS,0.9026636,1.3431973,no similarity
SAKL0E05698g,positive,5,466493,468580,2088,43.44,1,YMR155W,YMR155W,Sace,8.7946231,0.506584,similar to uniprot|Q03795 Saccharomyces cerevisiae YMR155W  Putative protein of unknown function; identified as interacting with Hsp82p in a high-throughput two-hybrid screen
SAKL0E06358g,positive,5,516792,518300,1509,46.45,-1,YMR170C,ALD2,Sace,11.4832147,0.2874412,"highly similar to uniprot|P47771 Saccharomyces cerevisiae YMR170C ALD2 Cytoplasmic aldehyde dehydrogenase, involved in ethanol oxidation and beta- alanine biosynthesis; uses NAD+ as the preferred coenzyme; expression is stress induced and glucose repressed; very similar to Ald3p"
SAKL0E06424g,positive,5,523275,524981,1707,40.48,-1,YMR171C,EAR1,Sace,10.6937162,0.2097951,similar to uniprot|Q03212 Saccharomyces cerevisiae YMR171C EAR1 Specificity factor required for Rsp5p- dependent ubiquitination and sorting of specific cargo proteins at the multivesicular body; mRNA is targeted to the bud via the mRNA transport system involving She2p
SAKL0E06512g,positive,5,532119,533330,1212,42,1,Con_hy_pr139,Con_hy_pr139,Klla,9.1237952,0.3351905,highly similar to uniprot|Q6CN74 Kluyveromyces lactis hypothetical protein
SAKL0E06622g,positive,5,540545,541009,465,48.17,1,YDL110C,TMA17,Sace,10.4424437,0.6616888,similar to uniprot|Q12513 Saccharomyces cerevisiae YDL110C TMA17 Protein of unknown function that associates with ribosomes; heterozygous deletion demonstrated increases in chromosome instability in a rad9 deletion background; protein abundance is decreased upon intracellular iron depletion
SAKL0E06644g,positive,5,541326,542081,756,44.05,1,YGL146C,RRT6,Sace,7.6818341,0.5343929,"weakly similar to uniprot|P53117 Saccharomyces cerevisiae YGL146C RRT6 Putative protein of unknown function; non-essential gene identified in a screen for mutants with increased levels of rDNA transcription; contains two putative transmembrane spans, but no significant homology to other known proteins"
SAKL0E07018g,positive,5,578409,581648,3240,41.11,-1,YGL156W,AMS1,Sace,8.6470439,0.7801917,"highly similar to uniprot|P22855 Saccharomyces cerevisiae YGL156W AMS1 Vacuolar alpha mannosidase, involved in free oligosaccharide (fOS) degradation; delivered to the vacuole in a novel pathway separate from the secretory pathway"
SAKL0E07040g,positive,5,581923,582153,231,41.13,-1,YNL015W,PBI2,Sace,9.9932348,0.587108,"similar to uniprot|P0CT04 Saccharomyces cerevisiae YNL015W PBI2 Cytosolic inhibitor of vacuolar proteinase B (PRB1), required for efficient vacuole inheritance; with thioredoxin forms protein complex LMA1, which assists in priming SNARE molecules and promotes vacuole fusion"
SAKL0E08228g,positive,5,662659,665046,2388,43.76,1,YIL107C,PFK26,Sace,9.5280564,0.3377845,"similar to uniprot|P40433 Saccharomyces cerevisiae YIL107C PFK26 6-phosphofructo-2-kinase, inhibited by phosphoenolpyruvate and sn-glycerol 3-phosphate; has negligible fructose-2,6-bisphosphatase activity; transcriptional regulation involves protein kinase A"
SAKL0E09284g,positive,5,771135,772829,1695,50.86,-1,Con_hy_pr140,Con_hy_pr140,Lath,9.7888799,1.1254104,similar to Lachancea thermotolerans KLTH0G19426g hypothetical protein
SAKL0E10802g,positive,5,900130,902037,1908,40.83,1,YNL115C,YNL115C,Sace,9.8150021,0.4337529,similar to uniprot|P53925 Saccharomyces cerevisiae YNL115C  Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to mitochondria; YNL115C is not an essential gene
SAKL0E11902g,positive,5,994139,994909,771,39.3,-1,YNL159C,ASI2,Sace,7.6323367,0.4841381,weakly similar to uniprot|P53895 Saccharomyces cerevisiae YNL159C ASI2 Integral inner nuclear membrane protein that acts with Asi1p and Asi3p to ensure the fidelity of SPS-sensor signalling by maintaining the dormant repressed state of gene expression in the absence of inducing signals
SAKL0E12188g,positive,5,1010502,1012094,1593,43.25,1,YHR137W,ARO9,Sace,10.4394001,0.4811424,"similar to uniprot|P38840 Saccharomyces cerevisiae YHR137W ARO9 Aromatic aminotransferase II, catalyzes the first step of tryptophan, phenylalanine, and tyrosine catabolism"
SAKL0E12232g,positive,5,1013337,1013773,437,43.77,-1,YHR138C,YHR138C,Sace,7.2554798,0.8880827,weakly similar to uniprot|P38841 Saccharomyces cerevisiae YHR138C  Putative protein of unknown function; has similarity to Pbi2p; double null mutant lacking Pbi2p and Yhr138p exhibits highly fragmented vacuoles
SAKL0E12584g,positive,5,1039155,1039937,783,42.27,1,YNL168C,FMP41,Sace,9.71988,0.2880664,"highly similar to uniprot|P53889 Saccharomyces cerevisiae YNL168C FMP41 Putative protein of unknown function; GFP-fusion protein is induced in response to the DNA-damaging agent MMS; the authentic, non-tagged protein is detected in highly purified mitochondria in high- throughput studies"
SAKL0E13288g,positive,5,1097472,1098389,918,43.03,1,YDL222C,FMP45,Sace,7.4231223,0.6014223,similar to uniprot|Q07651 Saccharomyces cerevisiae YDL222C (ohnolog of YNL194C) FMP45 Integral membrane protein localized to mitochondria (untagged protein); required for sporulation and maintaining sphingolipid content; has sequence similarity to SUR7 and YNL194C
SAKL0E13596g,positive,5,1121867,1122457,591,52.12,-1,Con_hy_pr151,Con_hy_pr151,Frsp,7.9174078,0.6631491,some similarities with GI|497427927 Frankia sp. hypothetical protein
SAKL0E13838g,positive,5,1139192,1141450,2259,38.91,1,YDL234C,GYP7,Sace,9.0054902,0.3983697,"similar to uniprot|P48365 Saccharomyces cerevisiae YDL234C GYP7 GTPase-activating protein for yeast Rab family members including: Ypt7p (most effective), Ypt1p, Ypt31p, and Ypt32p (in vitro); involved in vesicle mediated protein trafficking"
SAKL0E14058g,positive,5,1158825,1160021,1197,43.44,-1,YDL237W,AIM6,Sace,8.8587223,0.5028149,"similar to uniprot|Q6B312 Saccharomyces cerevisiae YDL237W AIM6 Putative protein of unknown function, required for respiratory growth; YDL237W is not an essential gene"
SAKL0E14080g,positive,5,1160872,1162302,1431,41.37,1,YDL238C,GUD1,Sace,6.9420725,1.8446388,"similar to uniprot|Q07729 Saccharomyces cerevisiae YDL238C GUD1 Guanine deaminase, a catabolic enzyme of the guanine salvage pathway producing xanthine and ammonia from guanine; activity is low in exponentially-growing cultures but expression is increased in post-diauxic and stationary-phase cultures"
SAKL0E14850g,positive,5,1229974,1231386,1413,43.38,1,YIL146C,ATG32,Sace,6.5522676,1.2392852,"weakly similar to uniprot|P40458 Saccharomyces cerevisiae YIL146C ATG32 Mitochondrial-anchored transmembrane receptor that interacts with the autophagy adaptor protein, Atg11p, and is essential for mitophagy, the selective vacuolar degradation of mitochondria in response to starvation"
SAKL0E14960g,positive,5,1244455,1245609,1155,38.87,-1,Con_hy_pr154,Con_hy_pr154,Lath,8.940027,0.3527586,similar to uniprot|C5DH34 Lachancea thermotolerans KLTH0E01012g hypothetical protein
SAKL0E15026g,positive,5,1250248,1251120,873,49.37,-1,Con_hy_pr155,Con_hy_pr155,Nada,8.6159597,0.4949152,weakly similar to uniprot|G0WC35 Naumovozyma dairenensis NDAI_0F00270 hypothetical protein
SAKL0E15202g,positive,5,1267462,1268436,975,41.44,-1,YIL158W,AIM20,Sace,10.1478135,0.3854789,similar to uniprot|P40451 Saccharomyces cerevisiae YIL158W (ohnolog of YKR100C) AIM20 Putative protein of unknown function; overexpression causes a cell cycle delay or arrest; green fluorescent protein (GFP)-fusion protein localizes to the vacuole; null mutant displays elevated frequency of mitochondrial genome loss
SAKL0E15268g,positive,5,1275497,1276171,675,39.41,-1,YIL161W,YIL161W,Sace,7.955945,0.2605954,weakly similar to uniprot|P40449 Saccharomyces cerevisiae YIL161W  Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; mRNA is enriched in Scp160p-associated mRNPs; YIL161W is a non-essential gene
SAKL0F00638g,positive,6,57892,58986,1095,40.37,1,YGL248W,PDE1,Sace,7.672768,0.4427022,"similar to uniprot|P22434 Saccharomyces cerevisiae YGL248W PDE1 Low-affinity cyclic AMP phosphodiesterase, controls glucose and intracellular acidification-induced cAMP signaling, target of the cAMP-protein kinase A (PKA) pathway; glucose induces transcription and inhibits translation"
SAKL0F00660g,positive,6,59107,59490,384,44.27,-1,YFR049W,YMR31,Sace,9.6702215,0.2766232,"similar to uniprot|P19955 Saccharomyces cerevisiae YFR049W YMR31 Mitochondrial ribosomal protein of the small subunit, has similarity to human mitochondrial ribosomal protein MRP-S36"
SAKL0F01386g,positive,6,117250,119826,2577,39.93,1,YGL227W,VID30,Sace,9.6407519,0.4137026,"similar to uniprot|P53076 Saccharomyces cerevisiae YGL227W VID30 Protein involved in proteasome-dependent catabolite degradation of fructose-1,6-bisphosphatase (FBPase); binds FBPase; shifts the balance of nitrogen metabolism toward glutamate production; localizes to the nucleus and the cytoplasm"
SAKL0F01562g,positive,6,130218,131120,903,41.97,-1,YGL224C,SDT1,Sace,8.3014943,0.4619148,"similar to uniprot|P53078 Saccharomyces cerevisiae YGL224C (ohnolog of YER037W) SDT1 Pyrimidine nucleotidase; overexpression suppresses the 6-AU sensitivity of transcription elongation factor S-II, as well as resistance to other pyrimidine derivatives"
SAKL0F01716g,positive,6,141145,142800,1656,45.05,-1,YGL219C,MDM34,Sace,9.9697664,0.2217249,similar to uniprot|P53083 Saccharomyces cerevisiae YGL219C MDM34 Mitochondrial component of the ERMES complex that links the ER to mitochondria and may promote inter- organellar calcium and phospholipid exchange as well as coordinating mitochondrial DNA replication and growth
SAKL0F02222g,positive,6,189904,192651,2748,42.79,-1,YPR160W,GPH1,Sace,9.1752514,1.6180317,"highly similar to uniprot|P06738 Saccharomyces cerevisiae YPR160W GPH1 Non-essential glycogen phosphorylase required for the mobilization of glycogen, activity is regulated by cyclic AMP-mediated phosphorylation, expression is regulated by stress- response elements and by the HOG MAP kinase pathway"
SAKL0F02486g,positive,6,216399,217091,693,46.75,-1,YGR136W,LSB1,Sace,11.0319897,0.4217208,"similar to uniprot|P53281 Saccharomyces cerevisiae YGR136W (ohnolog of YPR154W) LSB1 Protein containing an N- terminal SH3 domain; binds Las17p, which is a homolog of human Wiskott-Aldrich Syndrome protein involved in actin patch assembly and actin polymerization"
SAKL0F02618g,positive,6,225795,226556,762,42.65,1,YPR151C,SUE1,Sace,5.3148778,1.8925838,weakly similar to uniprot|Q06524 Saccharomyces cerevisiae YPR151C SUE1 Mitochondrial protein required for degradation of unstable forms of cytochrome c
SAKL0F04092g,positive,6,328089,330389,2301,38.42,-1,YIR007W,YIR007W,Sace,9.3763298,0.4164773,similar to uniprot|P40566 Saccharomyces cerevisiae YIR007W  Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YIR007W is a non-essential gene
SAKL0F04334g,positive,6,347639,349333,1695,46.37,-1,PDC13,PDC13,Lakl,8.5317257,1.4041894,uniprot|Q6XAE9 Lachancea kluyveri SAKL0F04334g PDC13 Pyruvate decarboxylase
SAKL0F04422g,positive,6,356328,357038,711,42.62,1,YER010C,YER010C,Sace,7.7542909,0.45718,"similar to uniprot|P40011 Saccharomyces cerevisiae YER010C  Protein of unknown function, forms a ring-shaped homotrimer; has similarity to members of the prokaryotic rraA family; possibly involved in a phosphotransfer reaction"
SAKL0F05610g,positive,6,431111,432514,1404,42.17,1,YHL021C,AIM17,Sace,8.3195369,1.4084086,"similar to uniprot|P23180 Saccharomyces cerevisiae YHL021C AIM17 Putative protein of unknown function; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; null mutant displays reduced frequency of mitochondrial genome loss"
SAKL0F05632g,positive,6,433052,434164,1113,39.17,1,YHL022C,SPO11,Sace,1.9026636,1.7442485,similar to uniprot|P23179 Saccharomyces cerevisiae YHL022C SPO11 Meiosis-specific protein that initiates meiotic recombination by catalyzing the formation of double-strand breaks in DNA via a transesterification reaction; required for homologous chromosome pairing and synaptonemal complex formation
SAKL0F07238g,positive,6,548071,550749,2679,40.31,1,YIL017C,VID28,Sace,8.5064758,0.4169412,"similar to uniprot|P40547 Saccharomyces cerevisiae YIL017C VID28 Protein involved in proteasome-dependent catabolite degradation of fructose-1,6-bisphosphatase (FBPase); localized to the nucleus and the cytoplasm"
SAKL0F07656g,positive,6,587311,588124,814,45.17,-1,YIL024C,YIL024C,Sace,5.0829042,1.3426431,weakly similar to uniprot|P40543 Saccharomyces cerevisiae YIL024C  Putative protein of unknown function; non-essential gene; expression directly regulated by the metabolic and meiotic transcriptional regulator Ume6p
SAKL0F07920g,positive,6,604733,605500,768,42.84,1,YER046W,SPO73,Sace,4.3398981,1.236751,"some similarities with uniprot|P40031 Saccharomyces cerevisiae YER046W SPO73 Meiosis-specific protein of unknown function, required for spore wall formation during sporulation; dispensible for both nuclear divisions during meiosis"
SAKL0F07942g,positive,6,605752,607626,1875,39.04,1,YIL037C,PRM2,Sace,7.4524197,0.8760882,"weakly similar to uniprot|P40534 Saccharomyces cerevisiae YIL037C PRM2 Pheromone-regulated protein, predicted to have 4 transmembrane segments and a coiled coil domain; regulated by Ste12p; required for efficient nuclear fusion"
SAKL0F08382g,positive,6,638798,639997,1200,49.5,-1,YIL045W,PIG2,Sace,7.3285381,0.7526591,weakly similar to uniprot|P40187 Saccharomyces cerevisiae YIL045W (ohnolog of YER054C) PIG2 Putative type- 1 protein phosphatase targeting subunit that tethers Glc7p type-1 protein phosphatase to Gsy2p glycogen synthase
SAKL0F08712g,positive,6,666544,667830,1287,48.56,1,YIL055C,YIL055C,Sace,7.7781566,0.5254057,some similarities with uniprot|P40523 Saccharomyces cerevisiae YIL055C  Putative protein of unknown function
SAKL0F08800g,positive,6,673754,674086,333,46.85,-1,ORFan56,ORFan56,NS,3.5266273,1.4275095,no similarity
SAKL0F08822g,positive,6,674447,674938,492,41.46,1,YIL057C,RGI2,Sace,5.9207504,2.4715284,similar to uniprot|P40188 Saccharomyces cerevisiae YIL057C (ohnolog of YER067W) RGI2 Protein of unknown function involved in energy metabolism under respiratory conditions; expression induced under carbon limitation and repressed under high glucose
SAKL0F09064g,positive,6,695230,695574,345,37.39,-1,YER071C,TDA2,Sace,8.098442,0.2938003,similar to uniprot|P40045 Saccharomyces cerevisiae YER071C TDA2 Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern; null mutant is sensitive to expression of the top1-T722A allele
